the_geom,cartodb_id,id,geographic_area_name,total
,293,1500000US421010085003,"Block Group 3, Census Tract 85, Philadelphia County, Pennsylvania",911
,294,1500000US421010085004,"Block Group 4, Census Tract 85, Philadelphia County, Pennsylvania",736
,295,1500000US421010085005,"Block Group 5, Census Tract 85, Philadelphia County, Pennsylvania",1189
,296,1500000US421010085006,"Block Group 6, Census Tract 85, Philadelphia County, Pennsylvania",845
,297,1500000US421010085007,"Block Group 7, Census Tract 85, Philadelphia County, Pennsylvania",1148
,298,1500000US421010086011,"Block Group 1, Census Tract 86.01, Philadelphia County, Pennsylvania",1020
,299,1500000US421010086012,"Block Group 2, Census Tract 86.01, Philadelphia County, Pennsylvania",1927
,300,1500000US421010086021,"Block Group 1, Census Tract 86.02, Philadelphia County, Pennsylvania",936
,301,1500000US421010086022,"Block Group 2, Census Tract 86.02, Philadelphia County, Pennsylvania",1230
,302,1500000US421010086023,"Block Group 3, Census Tract 86.02, Philadelphia County, Pennsylvania",844
,303,1500000US421010087011,"Block Group 1, Census Tract 87.01, Philadelphia County, Pennsylvania",1079
,304,1500000US421010087012,"Block Group 2, Census Tract 87.01, Philadelphia County, Pennsylvania",1152
,305,1500000US421010087013,"Block Group 3, Census Tract 87.01, Philadelphia County, Pennsylvania",1916
,306,1500000US421010087021,"Block Group 1, Census Tract 87.02, Philadelphia County, Pennsylvania",1774
,307,1500000US421010087022,"Block Group 2, Census Tract 87.02, Philadelphia County, Pennsylvania",1262
,308,1500000US421010088011,"Block Group 1, Census Tract 88.01, Philadelphia County, Pennsylvania",552
,309,1500000US421010088012,"Block Group 2, Census Tract 88.01, Philadelphia County, Pennsylvania",436
,310,1500000US421010088021,"Block Group 1, Census Tract 88.02, Philadelphia County, Pennsylvania",945
,311,1500000US421010088022,"Block Group 2, Census Tract 88.02, Philadelphia County, Pennsylvania",1186
,312,1500000US421010088023,"Block Group 3, Census Tract 88.02, Philadelphia County, Pennsylvania",3628
,313,1500000US421010088024,"Block Group 4, Census Tract 88.02, Philadelphia County, Pennsylvania",1224
,314,1500000US421010090001,"Block Group 1, Census Tract 90, Philadelphia County, Pennsylvania",635
,315,1500000US421010090002,"Block Group 2, Census Tract 90, Philadelphia County, Pennsylvania",2036
,316,1500000US421010090003,"Block Group 3, Census Tract 90, Philadelphia County, Pennsylvania",1401
,317,1500000US421010090004,"Block Group 4, Census Tract 90, Philadelphia County, Pennsylvania",1504
,318,1500000US421010091001,"Block Group 1, Census Tract 91, Philadelphia County, Pennsylvania",728
,319,1500000US421010091002,"Block Group 2, Census Tract 91, Philadelphia County, Pennsylvania",806
,320,1500000US421010091003,"Block Group 3, Census Tract 91, Philadelphia County, Pennsylvania",1269
,321,1500000US421010092001,"Block Group 1, Census Tract 92, Philadelphia County, Pennsylvania",1627
,322,1500000US421010092002,"Block Group 2, Census Tract 92, Philadelphia County, Pennsylvania",1257
,323,1500000US421010093001,"Block Group 1, Census Tract 93, Philadelphia County, Pennsylvania",641
,324,1500000US421010093002,"Block Group 2, Census Tract 93, Philadelphia County, Pennsylvania",837
,325,1500000US421010093003,"Block Group 3, Census Tract 93, Philadelphia County, Pennsylvania",659
,326,1500000US421010093004,"Block Group 4, Census Tract 93, Philadelphia County, Pennsylvania",774
,327,1500000US421010093005,"Block Group 5, Census Tract 93, Philadelphia County, Pennsylvania",1310
,328,1500000US421010094001,"Block Group 1, Census Tract 94, Philadelphia County, Pennsylvania",673
,329,1500000US421010094002,"Block Group 2, Census Tract 94, Philadelphia County, Pennsylvania",1206
,330,1500000US421010094003,"Block Group 3, Census Tract 94, Philadelphia County, Pennsylvania",661
,331,1500000US421010094004,"Block Group 4, Census Tract 94, Philadelphia County, Pennsylvania",1287
,332,1500000US421010095001,"Block Group 1, Census Tract 95, Philadelphia County, Pennsylvania",596
,333,1500000US421010095002,"Block Group 2, Census Tract 95, Philadelphia County, Pennsylvania",690
,334,1500000US421010095003,"Block Group 3, Census Tract 95, Philadelphia County, Pennsylvania",988
,335,1500000US421010095004,"Block Group 4, Census Tract 95, Philadelphia County, Pennsylvania",1039
,336,1500000US421010096001,"Block Group 1, Census Tract 96, Philadelphia County, Pennsylvania",1203
,337,1500000US421010096002,"Block Group 2, Census Tract 96, Philadelphia County, Pennsylvania",757
,338,1500000US421010096003,"Block Group 3, Census Tract 96, Philadelphia County, Pennsylvania",804
,339,1500000US421010096004,"Block Group 4, Census Tract 96, Philadelphia County, Pennsylvania",802
,340,1500000US421010096005,"Block Group 5, Census Tract 96, Philadelphia County, Pennsylvania",672
,341,1500000US421010098011,"Block Group 1, Census Tract 98.01, Philadelphia County, Pennsylvania",1057
,342,1500000US421010098012,"Block Group 2, Census Tract 98.01, Philadelphia County, Pennsylvania",1127
,343,1500000US421010098021,"Block Group 1, Census Tract 98.02, Philadelphia County, Pennsylvania",1714
,344,1500000US421010098022,"Block Group 2, Census Tract 98.02, Philadelphia County, Pennsylvania",2024
,345,1500000US421010098023,"Block Group 3, Census Tract 98.02, Philadelphia County, Pennsylvania",1737
,346,1500000US421010100001,"Block Group 1, Census Tract 100, Philadelphia County, Pennsylvania",1252
,347,1500000US421010100002,"Block Group 2, Census Tract 100, Philadelphia County, Pennsylvania",746
,348,1500000US421010100003,"Block Group 3, Census Tract 100, Philadelphia County, Pennsylvania",734
,349,1500000US421010100004,"Block Group 4, Census Tract 100, Philadelphia County, Pennsylvania",1634
,350,1500000US421010101001,"Block Group 1, Census Tract 101, Philadelphia County, Pennsylvania",779
,351,1500000US421010101002,"Block Group 2, Census Tract 101, Philadelphia County, Pennsylvania",788
,352,1500000US421010101003,"Block Group 3, Census Tract 101, Philadelphia County, Pennsylvania",734
,353,1500000US421010101004,"Block Group 4, Census Tract 101, Philadelphia County, Pennsylvania",865
,354,1500000US421010101005,"Block Group 5, Census Tract 101, Philadelphia County, Pennsylvania",696
,355,1500000US421010101006,"Block Group 6, Census Tract 101, Philadelphia County, Pennsylvania",907
,356,1500000US421010101007,"Block Group 7, Census Tract 101, Philadelphia County, Pennsylvania",690
,357,1500000US421010102001,"Block Group 1, Census Tract 102, Philadelphia County, Pennsylvania",739
,358,1500000US421010102002,"Block Group 2, Census Tract 102, Philadelphia County, Pennsylvania",1120
,359,1500000US421010102003,"Block Group 3, Census Tract 102, Philadelphia County, Pennsylvania",1328
,360,1500000US421010103001,"Block Group 1, Census Tract 103, Philadelphia County, Pennsylvania",1387
,361,1500000US421010103002,"Block Group 2, Census Tract 103, Philadelphia County, Pennsylvania",1062
,362,1500000US421010104001,"Block Group 1, Census Tract 104, Philadelphia County, Pennsylvania",535
,363,1500000US421010104002,"Block Group 2, Census Tract 104, Philadelphia County, Pennsylvania",725
,364,1500000US421010104003,"Block Group 3, Census Tract 104, Philadelphia County, Pennsylvania",1146
,365,1500000US421010104004,"Block Group 4, Census Tract 104, Philadelphia County, Pennsylvania",926
,366,1500000US421010105001,"Block Group 1, Census Tract 105, Philadelphia County, Pennsylvania",295
,367,1500000US421010105002,"Block Group 2, Census Tract 105, Philadelphia County, Pennsylvania",1997
,368,1500000US421010105003,"Block Group 3, Census Tract 105, Philadelphia County, Pennsylvania",1454
,369,1500000US421010106001,"Block Group 1, Census Tract 106, Philadelphia County, Pennsylvania",677
,370,1500000US421010106002,"Block Group 2, Census Tract 106, Philadelphia County, Pennsylvania",799
,371,1500000US421010107001,"Block Group 1, Census Tract 107, Philadelphia County, Pennsylvania",595
,372,1500000US421010107002,"Block Group 2, Census Tract 107, Philadelphia County, Pennsylvania",1177
,373,1500000US421010107003,"Block Group 3, Census Tract 107, Philadelphia County, Pennsylvania",662
,374,1500000US421010107004,"Block Group 4, Census Tract 107, Philadelphia County, Pennsylvania",1128
,375,1500000US421010108001,"Block Group 1, Census Tract 108, Philadelphia County, Pennsylvania",551
,376,1500000US421010108002,"Block Group 2, Census Tract 108, Philadelphia County, Pennsylvania",633
,377,1500000US421010108003,"Block Group 3, Census Tract 108, Philadelphia County, Pennsylvania",1093
,378,1500000US421010108004,"Block Group 4, Census Tract 108, Philadelphia County, Pennsylvania",801
,379,1500000US421010108005,"Block Group 5, Census Tract 108, Philadelphia County, Pennsylvania",533
,380,1500000US421010109001,"Block Group 1, Census Tract 109, Philadelphia County, Pennsylvania",802
,381,1500000US421010109002,"Block Group 2, Census Tract 109, Philadelphia County, Pennsylvania",734
,382,1500000US421010109003,"Block Group 3, Census Tract 109, Philadelphia County, Pennsylvania",777
,383,1500000US421010110001,"Block Group 1, Census Tract 110, Philadelphia County, Pennsylvania",599
,384,1500000US421010110002,"Block Group 2, Census Tract 110, Philadelphia County, Pennsylvania",903
,385,1500000US421010110003,"Block Group 3, Census Tract 110, Philadelphia County, Pennsylvania",830
,386,1500000US421010110004,"Block Group 4, Census Tract 110, Philadelphia County, Pennsylvania",1138
,387,1500000US421010111001,"Block Group 1, Census Tract 111, Philadelphia County, Pennsylvania",494
,388,1500000US421010111002,"Block Group 2, Census Tract 111, Philadelphia County, Pennsylvania",570
,389,1500000US421010111003,"Block Group 3, Census Tract 111, Philadelphia County, Pennsylvania",715
,390,1500000US421010111004,"Block Group 4, Census Tract 111, Philadelphia County, Pennsylvania",1066
,391,1500000US421010111005,"Block Group 5, Census Tract 111, Philadelphia County, Pennsylvania",867
,392,1500000US421010112001,"Block Group 1, Census Tract 112, Philadelphia County, Pennsylvania",646
,393,1500000US421010112002,"Block Group 2, Census Tract 112, Philadelphia County, Pennsylvania",670
,394,1500000US421010112003,"Block Group 3, Census Tract 112, Philadelphia County, Pennsylvania",804
,395,1500000US421010112004,"Block Group 4, Census Tract 112, Philadelphia County, Pennsylvania",950
,396,1500000US421010112005,"Block Group 5, Census Tract 112, Philadelphia County, Pennsylvania",781
,397,1500000US421010112006,"Block Group 6, Census Tract 112, Philadelphia County, Pennsylvania",754
,398,1500000US421010112007,"Block Group 7, Census Tract 112, Philadelphia County, Pennsylvania",889
,399,1500000US421010113001,"Block Group 1, Census Tract 113, Philadelphia County, Pennsylvania",1047
,400,1500000US421010113002,"Block Group 2, Census Tract 113, Philadelphia County, Pennsylvania",906
,401,1500000US421010113003,"Block Group 3, Census Tract 113, Philadelphia County, Pennsylvania",964
,402,1500000US421010114001,"Block Group 1, Census Tract 114, Philadelphia County, Pennsylvania",1262
,403,1500000US421010114002,"Block Group 2, Census Tract 114, Philadelphia County, Pennsylvania",743
,404,1500000US421010114003,"Block Group 3, Census Tract 114, Philadelphia County, Pennsylvania",835
,405,1500000US421010114004,"Block Group 4, Census Tract 114, Philadelphia County, Pennsylvania",848
,406,1500000US421010114005,"Block Group 5, Census Tract 114, Philadelphia County, Pennsylvania",1424
,407,1500000US421010114006,"Block Group 6, Census Tract 114, Philadelphia County, Pennsylvania",1014
,408,1500000US421010115001,"Block Group 1, Census Tract 115, Philadelphia County, Pennsylvania",945
,409,1500000US421010115002,"Block Group 2, Census Tract 115, Philadelphia County, Pennsylvania",1230
,410,1500000US421010115003,"Block Group 3, Census Tract 115, Philadelphia County, Pennsylvania",1117
,411,1500000US421010115004,"Block Group 4, Census Tract 115, Philadelphia County, Pennsylvania",990
,412,1500000US421010117001,"Block Group 1, Census Tract 117, Philadelphia County, Pennsylvania",1931
,413,1500000US421010118001,"Block Group 1, Census Tract 118, Philadelphia County, Pennsylvania",781
,414,1500000US421010118002,"Block Group 2, Census Tract 118, Philadelphia County, Pennsylvania",1063
,415,1500000US421010118003,"Block Group 3, Census Tract 118, Philadelphia County, Pennsylvania",1101
,416,1500000US421010118004,"Block Group 4, Census Tract 118, Philadelphia County, Pennsylvania",610
,417,1500000US421010118005,"Block Group 5, Census Tract 118, Philadelphia County, Pennsylvania",1343
,418,1500000US421010118006,"Block Group 6, Census Tract 118, Philadelphia County, Pennsylvania",723
,419,1500000US421010119001,"Block Group 1, Census Tract 119, Philadelphia County, Pennsylvania",1183
,420,1500000US421010119002,"Block Group 2, Census Tract 119, Philadelphia County, Pennsylvania",1652
,421,1500000US421010119003,"Block Group 3, Census Tract 119, Philadelphia County, Pennsylvania",965
,422,1500000US421010119004,"Block Group 4, Census Tract 119, Philadelphia County, Pennsylvania",739
,423,1500000US421010119005,"Block Group 5, Census Tract 119, Philadelphia County, Pennsylvania",656
,424,1500000US421010120001,"Block Group 1, Census Tract 120, Philadelphia County, Pennsylvania",535
,425,1500000US421010120002,"Block Group 2, Census Tract 120, Philadelphia County, Pennsylvania",1412
,426,1500000US421010121001,"Block Group 1, Census Tract 121, Philadelphia County, Pennsylvania",1258
,427,1500000US421010121002,"Block Group 2, Census Tract 121, Philadelphia County, Pennsylvania",1289
,428,1500000US421010122011,"Block Group 1, Census Tract 122.01, Philadelphia County, Pennsylvania",785
,429,1500000US421010122012,"Block Group 2, Census Tract 122.01, Philadelphia County, Pennsylvania",2126
,430,1500000US421010122031,"Block Group 1, Census Tract 122.03, Philadelphia County, Pennsylvania",1120
,431,1500000US421010122041,"Block Group 1, Census Tract 122.04, Philadelphia County, Pennsylvania",1754
,432,1500000US421010122042,"Block Group 2, Census Tract 122.04, Philadelphia County, Pennsylvania",1810
,433,1500000US421010125001,"Block Group 1, Census Tract 125, Philadelphia County, Pennsylvania",1479
,434,1500000US421010125002,"Block Group 2, Census Tract 125, Philadelphia County, Pennsylvania",2274
,435,1500000US421010125003,"Block Group 3, Census Tract 125, Philadelphia County, Pennsylvania",1457
,436,1500000US421010131001,"Block Group 1, Census Tract 131, Philadelphia County, Pennsylvania",890
,437,1500000US421010131002,"Block Group 2, Census Tract 131, Philadelphia County, Pennsylvania",639
,438,1500000US421010132001,"Block Group 1, Census Tract 132, Philadelphia County, Pennsylvania",1022
,439,1500000US421010132002,"Block Group 2, Census Tract 132, Philadelphia County, Pennsylvania",1892
,440,1500000US421010133001,"Block Group 1, Census Tract 133, Philadelphia County, Pennsylvania",1744
,441,1500000US421010133002,"Block Group 2, Census Tract 133, Philadelphia County, Pennsylvania",1110
,442,1500000US421010134011,"Block Group 1, Census Tract 134.01, Philadelphia County, Pennsylvania",1154
,443,1500000US421010134012,"Block Group 2, Census Tract 134.01, Philadelphia County, Pennsylvania",1134
,444,1500000US421010134021,"Block Group 1, Census Tract 134.02, Philadelphia County, Pennsylvania",1094
,445,1500000US421010134022,"Block Group 2, Census Tract 134.02, Philadelphia County, Pennsylvania",606
,446,1500000US421010134023,"Block Group 3, Census Tract 134.02, Philadelphia County, Pennsylvania",1222
,447,1500000US421010135001,"Block Group 1, Census Tract 135, Philadelphia County, Pennsylvania",521
,448,1500000US421010135002,"Block Group 2, Census Tract 135, Philadelphia County, Pennsylvania",588
,449,1500000US421010135003,"Block Group 3, Census Tract 135, Philadelphia County, Pennsylvania",692
,450,1500000US421010135004,"Block Group 4, Census Tract 135, Philadelphia County, Pennsylvania",1421
,451,1500000US421010136011,"Block Group 1, Census Tract 136.01, Philadelphia County, Pennsylvania",1169
,452,1500000US421010136012,"Block Group 2, Census Tract 136.01, Philadelphia County, Pennsylvania",1508
,453,1500000US421010136021,"Block Group 1, Census Tract 136.02, Philadelphia County, Pennsylvania",665
,454,1500000US421010136022,"Block Group 2, Census Tract 136.02, Philadelphia County, Pennsylvania",1225
,455,1500000US421010136023,"Block Group 3, Census Tract 136.02, Philadelphia County, Pennsylvania",970
,456,1500000US421010136024,"Block Group 4, Census Tract 136.02, Philadelphia County, Pennsylvania",643
,457,1500000US421010137001,"Block Group 1, Census Tract 137, Philadelphia County, Pennsylvania",736
,458,1500000US421010137002,"Block Group 2, Census Tract 137, Philadelphia County, Pennsylvania",1081
,459,1500000US421010137003,"Block Group 3, Census Tract 137, Philadelphia County, Pennsylvania",1051
,460,1500000US421010137004,"Block Group 4, Census Tract 137, Philadelphia County, Pennsylvania",794
,461,1500000US421010137005,"Block Group 5, Census Tract 137, Philadelphia County, Pennsylvania",1151
,462,1500000US421010138001,"Block Group 1, Census Tract 138, Philadelphia County, Pennsylvania",674
,463,1500000US421010138002,"Block Group 2, Census Tract 138, Philadelphia County, Pennsylvania",1387
,464,1500000US421010139001,"Block Group 1, Census Tract 139, Philadelphia County, Pennsylvania",1521
,465,1500000US421010139002,"Block Group 2, Census Tract 139, Philadelphia County, Pennsylvania",1041
,466,1500000US421010139003,"Block Group 3, Census Tract 139, Philadelphia County, Pennsylvania",1202
,467,1500000US421010140001,"Block Group 1, Census Tract 140, Philadelphia County, Pennsylvania",1340
,468,1500000US421010140002,"Block Group 2, Census Tract 140, Philadelphia County, Pennsylvania",647
,469,1500000US421010140003,"Block Group 3, Census Tract 140, Philadelphia County, Pennsylvania",1023
,470,1500000US421010141001,"Block Group 1, Census Tract 141, Philadelphia County, Pennsylvania",1198
,471,1500000US421010141002,"Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",896
,472,1500000US421010142001,"Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",854
,473,1500000US421010142002,"Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",2716
,474,1500000US421010143001,"Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",860
,475,1500000US421010143002,"Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",579
,476,1500000US421010144001,"Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",684
,477,1500000US421010144002,"Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",1482
,478,1500000US421010144003,"Block Group 3, Census Tract 144, Philadelphia County, Pennsylvania",939
,479,1500000US421010145001,"Block Group 1, Census Tract 145, Philadelphia County, Pennsylvania",1691
,480,1500000US421010145002,"Block Group 2, Census Tract 145, Philadelphia County, Pennsylvania",773
,481,1500000US421010146001,"Block Group 1, Census Tract 146, Philadelphia County, Pennsylvania",2996
,482,1500000US421010146002,"Block Group 2, Census Tract 146, Philadelphia County, Pennsylvania",600
,483,1500000US421010146003,"Block Group 3, Census Tract 146, Philadelphia County, Pennsylvania",693
,484,1500000US421010147001,"Block Group 1, Census Tract 147, Philadelphia County, Pennsylvania",1126
,485,1500000US421010147002,"Block Group 2, Census Tract 147, Philadelphia County, Pennsylvania",2813
,486,1500000US421010148001,"Block Group 1, Census Tract 148, Philadelphia County, Pennsylvania",785
,487,1500000US421010149001,"Block Group 1, Census Tract 149, Philadelphia County, Pennsylvania",696
,488,1500000US421010149002,"Block Group 2, Census Tract 149, Philadelphia County, Pennsylvania",548
,489,1500000US421010149003,"Block Group 3, Census Tract 149, Philadelphia County, Pennsylvania",697
,490,1500000US421010149004,"Block Group 4, Census Tract 149, Philadelphia County, Pennsylvania",798
,491,1500000US421010149005,"Block Group 5, Census Tract 149, Philadelphia County, Pennsylvania",640
,492,1500000US421010149006,"Block Group 6, Census Tract 149, Philadelphia County, Pennsylvania",588
,493,1500000US421010151011,"Block Group 1, Census Tract 151.01, Philadelphia County, Pennsylvania",922
,494,1500000US421010151012,"Block Group 2, Census Tract 151.01, Philadelphia County, Pennsylvania",1116
,495,1500000US421010151021,"Block Group 1, Census Tract 151.02, Philadelphia County, Pennsylvania",1775
,496,1500000US421010151022,"Block Group 2, Census Tract 151.02, Philadelphia County, Pennsylvania",1239
,497,1500000US421010151023,"Block Group 3, Census Tract 151.02, Philadelphia County, Pennsylvania",1255
,498,1500000US421010152001,"Block Group 1, Census Tract 152, Philadelphia County, Pennsylvania",656
,499,1500000US421010152002,"Block Group 2, Census Tract 152, Philadelphia County, Pennsylvania",2255
,500,1500000US421010152003,"Block Group 3, Census Tract 152, Philadelphia County, Pennsylvania",1184
,501,1500000US421010152004,"Block Group 4, Census Tract 152, Philadelphia County, Pennsylvania",1513
,502,1500000US421010152005,"Block Group 5, Census Tract 152, Philadelphia County, Pennsylvania",525
,503,1500000US421010153001,"Block Group 1, Census Tract 153, Philadelphia County, Pennsylvania",1431
,504,1500000US421010153002,"Block Group 2, Census Tract 153, Philadelphia County, Pennsylvania",952
,505,1500000US421010153003,"Block Group 3, Census Tract 153, Philadelphia County, Pennsylvania",805
,506,1500000US421010153004,"Block Group 4, Census Tract 153, Philadelphia County, Pennsylvania",1774
,507,1500000US421010156001,"Block Group 1, Census Tract 156, Philadelphia County, Pennsylvania",835
,508,1500000US421010156002,"Block Group 2, Census Tract 156, Philadelphia County, Pennsylvania",906
,509,1500000US421010157001,"Block Group 1, Census Tract 157, Philadelphia County, Pennsylvania",656
,510,1500000US421010157002,"Block Group 2, Census Tract 157, Philadelphia County, Pennsylvania",1112
,511,1500000US421010157003,"Block Group 3, Census Tract 157, Philadelphia County, Pennsylvania",873
,512,1500000US421010158001,"Block Group 1, Census Tract 158, Philadelphia County, Pennsylvania",1155
,513,1500000US421010158002,"Block Group 2, Census Tract 158, Philadelphia County, Pennsylvania",946
,514,1500000US421010158003,"Block Group 3, Census Tract 158, Philadelphia County, Pennsylvania",892
,515,1500000US421010158004,"Block Group 4, Census Tract 158, Philadelphia County, Pennsylvania",583
,516,1500000US421010158005,"Block Group 5, Census Tract 158, Philadelphia County, Pennsylvania",1191
,517,1500000US421010158006,"Block Group 6, Census Tract 158, Philadelphia County, Pennsylvania",917
,518,1500000US421010160001,"Block Group 1, Census Tract 160, Philadelphia County, Pennsylvania",629
,519,1500000US421010160002,"Block Group 2, Census Tract 160, Philadelphia County, Pennsylvania",955
,520,1500000US421010160003,"Block Group 3, Census Tract 160, Philadelphia County, Pennsylvania",1695
,521,1500000US421010160004,"Block Group 4, Census Tract 160, Philadelphia County, Pennsylvania",803
,522,1500000US421010160005,"Block Group 5, Census Tract 160, Philadelphia County, Pennsylvania",836
,523,1500000US421010160006,"Block Group 6, Census Tract 160, Philadelphia County, Pennsylvania",997
,524,1500000US421010160007,"Block Group 7, Census Tract 160, Philadelphia County, Pennsylvania",1087
,525,1500000US421010161001,"Block Group 1, Census Tract 161, Philadelphia County, Pennsylvania",1972
,526,1500000US421010161002,"Block Group 2, Census Tract 161, Philadelphia County, Pennsylvania",1755
,527,1500000US421010161003,"Block Group 3, Census Tract 161, Philadelphia County, Pennsylvania",941
,528,1500000US421010161004,"Block Group 4, Census Tract 161, Philadelphia County, Pennsylvania",922
,529,1500000US421010162001,"Block Group 1, Census Tract 162, Philadelphia County, Pennsylvania",727
,530,1500000US421010162002,"Block Group 2, Census Tract 162, Philadelphia County, Pennsylvania",917
,531,1500000US421010162003,"Block Group 3, Census Tract 162, Philadelphia County, Pennsylvania",581
,532,1500000US421010163001,"Block Group 1, Census Tract 163, Philadelphia County, Pennsylvania",834
,533,1500000US421010163002,"Block Group 2, Census Tract 163, Philadelphia County, Pennsylvania",811
,534,1500000US421010163003,"Block Group 3, Census Tract 163, Philadelphia County, Pennsylvania",582
,535,1500000US421010163004,"Block Group 4, Census Tract 163, Philadelphia County, Pennsylvania",1021
,536,1500000US421010164001,"Block Group 1, Census Tract 164, Philadelphia County, Pennsylvania",1316
,537,1500000US421010164002,"Block Group 2, Census Tract 164, Philadelphia County, Pennsylvania",631
,538,1500000US421010164003,"Block Group 3, Census Tract 164, Philadelphia County, Pennsylvania",1573
,539,1500000US421010164004,"Block Group 4, Census Tract 164, Philadelphia County, Pennsylvania",1044
,540,1500000US421010165001,"Block Group 1, Census Tract 165, Philadelphia County, Pennsylvania",529
,541,1500000US421010165002,"Block Group 2, Census Tract 165, Philadelphia County, Pennsylvania",615
,542,1500000US421010165003,"Block Group 3, Census Tract 165, Philadelphia County, Pennsylvania",1614
,543,1500000US421010166001,"Block Group 1, Census Tract 166, Philadelphia County, Pennsylvania",1185
,544,1500000US421010166002,"Block Group 2, Census Tract 166, Philadelphia County, Pennsylvania",603
,545,1500000US421010167011,"Block Group 1, Census Tract 167.01, Philadelphia County, Pennsylvania",990
,546,1500000US421010167012,"Block Group 2, Census Tract 167.01, Philadelphia County, Pennsylvania",672
,547,1500000US421010167013,"Block Group 3, Census Tract 167.01, Philadelphia County, Pennsylvania",1393
,548,1500000US421010167021,"Block Group 1, Census Tract 167.02, Philadelphia County, Pennsylvania",683
,549,1500000US421010167022,"Block Group 2, Census Tract 167.02, Philadelphia County, Pennsylvania",698
,550,1500000US421010167023,"Block Group 3, Census Tract 167.02, Philadelphia County, Pennsylvania",763
,551,1500000US421010167024,"Block Group 4, Census Tract 167.02, Philadelphia County, Pennsylvania",759
,552,1500000US421010168001,"Block Group 1, Census Tract 168, Philadelphia County, Pennsylvania",673
,553,1500000US421010168002,"Block Group 2, Census Tract 168, Philadelphia County, Pennsylvania",539
,554,1500000US421010168003,"Block Group 3, Census Tract 168, Philadelphia County, Pennsylvania",597
,555,1500000US421010168004,"Block Group 4, Census Tract 168, Philadelphia County, Pennsylvania",647
,556,1500000US421010168005,"Block Group 5, Census Tract 168, Philadelphia County, Pennsylvania",626
,557,1500000US421010168006,"Block Group 6, Census Tract 168, Philadelphia County, Pennsylvania",853
,558,1500000US421010169011,"Block Group 1, Census Tract 169.01, Philadelphia County, Pennsylvania",1165
,559,1500000US421010169012,"Block Group 2, Census Tract 169.01, Philadelphia County, Pennsylvania",970
,560,1500000US421010169013,"Block Group 3, Census Tract 169.01, Philadelphia County, Pennsylvania",1331
,561,1500000US421010169021,"Block Group 1, Census Tract 169.02, Philadelphia County, Pennsylvania",1599
,562,1500000US421010169022,"Block Group 2, Census Tract 169.02, Philadelphia County, Pennsylvania",776
,563,1500000US421010169023,"Block Group 3, Census Tract 169.02, Philadelphia County, Pennsylvania",1712
,564,1500000US421010169024,"Block Group 4, Census Tract 169.02, Philadelphia County, Pennsylvania",1437
,565,1500000US421010170001,"Block Group 1, Census Tract 170, Philadelphia County, Pennsylvania",1438
,566,1500000US421010170002,"Block Group 2, Census Tract 170, Philadelphia County, Pennsylvania",502
,567,1500000US421010170003,"Block Group 3, Census Tract 170, Philadelphia County, Pennsylvania",1013
,568,1500000US421010171001,"Block Group 1, Census Tract 171, Philadelphia County, Pennsylvania",776
,569,1500000US421010171002,"Block Group 2, Census Tract 171, Philadelphia County, Pennsylvania",949
,570,1500000US421010171003,"Block Group 3, Census Tract 171, Philadelphia County, Pennsylvania",1508
,571,1500000US421010171004,"Block Group 4, Census Tract 171, Philadelphia County, Pennsylvania",814
,572,1500000US421010172011,"Block Group 1, Census Tract 172.01, Philadelphia County, Pennsylvania",967
,573,1500000US421010172012,"Block Group 2, Census Tract 172.01, Philadelphia County, Pennsylvania",1168
,574,1500000US421010172013,"Block Group 3, Census Tract 172.01, Philadelphia County, Pennsylvania",1059
,575,1500000US421010172021,"Block Group 1, Census Tract 172.02, Philadelphia County, Pennsylvania",1197
,576,1500000US421010172022,"Block Group 2, Census Tract 172.02, Philadelphia County, Pennsylvania",1113
,577,1500000US421010172023,"Block Group 3, Census Tract 172.02, Philadelphia County, Pennsylvania",725
,578,1500000US421010172024,"Block Group 4, Census Tract 172.02, Philadelphia County, Pennsylvania",1021
,579,1500000US421010173001,"Block Group 1, Census Tract 173, Philadelphia County, Pennsylvania",1141
,580,1500000US421010173002,"Block Group 2, Census Tract 173, Philadelphia County, Pennsylvania",2024
,581,1500000US421010174001,"Block Group 1, Census Tract 174, Philadelphia County, Pennsylvania",1254
,582,1500000US421010174002,"Block Group 2, Census Tract 174, Philadelphia County, Pennsylvania",1165
,583,1500000US421010175001,"Block Group 1, Census Tract 175, Philadelphia County, Pennsylvania",1631
,584,1500000US421010175002,"Block Group 2, Census Tract 175, Philadelphia County, Pennsylvania",910
,585,1500000US421010175003,"Block Group 3, Census Tract 175, Philadelphia County, Pennsylvania",768
,586,1500000US421010175004,"Block Group 4, Census Tract 175, Philadelphia County, Pennsylvania",877
,587,1500000US421010175005,"Block Group 5, Census Tract 175, Philadelphia County, Pennsylvania",1503
,588,1500000US421010175006,"Block Group 6, Census Tract 175, Philadelphia County, Pennsylvania",1327
,589,1500000US421010176011,"Block Group 1, Census Tract 176.01, Philadelphia County, Pennsylvania",642
,590,1500000US421010176012,"Block Group 2, Census Tract 176.01, Philadelphia County, Pennsylvania",713
